"month","year","site_code","var","monthly_avg"
1,2021,"ARIK","DO",10.5148194444444
1,2021,"ARIK","PAR",121.268666666667
1,2021,"ARIK","pH",8.03215833333339
1,2021,"ARIK","spCond",529.550180555555
1,2021,"BIGC","DO",10.9295930555556
1,2021,"BIGC","PAR",31.71046875
1,2021,"BIGC","pH",7.29526736111108
1,2021,"BIGC","spCond",212.370956018518
1,2021,"BLDE","PAR",75.0927777777778
1,2021,"COMO","PAR",14.4662916666667
1,2021,"CUPE","DO",8.47375868055548
1,2021,"CUPE","PAR",26.2482291666666
1,2021,"CUPE","pH",8.19548842592588
1,2021,"CUPE","spCond",304.344807870371
1,2021,"FLNT","PAR",308.528229166667
1,2021,"GUIL","DO",8.2839375
1,2021,"GUIL","PAR",55.69125
1,2021,"GUIL","pH",8.01345833333333
1,2021,"GUIL","spCond",233.138534722222
1,2021,"HOPB","DO",13.9561111111111
1,2021,"HOPB","PAR",26.8943333333333
1,2021,"HOPB","spCond",83.7874513888889
1,2021,"LECO","DO",11.3595451388889
1,2021,"LECO","PAR",25.9227083333333
1,2021,"LECO","pH",6.6245578703704
1,2021,"LECO","spCond",16.3872777777777
1,2021,"LEWI","DO",11.1634097222222
1,2021,"LEWI","PAR",75.0358333333335
1,2021,"LEWI","pH",7.9839583333332
1,2021,"LEWI","spCond",616.163388888889
1,2021,"MART","pH",7.05726388888889
1,2021,"MART","spCond",36.1663090277778
1,2021,"MAYF","DO",10.7793805555556
1,2021,"MAYF","PAR",15.6515416666667
1,2021,"MAYF","pH",5.82014722222221
1,2021,"MAYF","spCond",11.5461388888888
1,2021,"MCDI","DO",11.3362065972222
1,2021,"MCDI","PAR",121.0765625
1,2021,"MCDI","pH",7.6495954861111
1,2021,"MCDI","spCond",590.625983796296
1,2021,"MCRA","DO",11.7910208333333
1,2021,"MCRA","pH",7.1514305555556
1,2021,"MCRA","spCond",21.2967569444444
1,2021,"POSE","DO",12.8489444444445
1,2021,"POSE","PAR",60.1710416666667
1,2021,"POSE","pH",7.67057986111104
1,2021,"POSE","spCond",111.844902777777
1,2021,"PRIN","DO",11.9599913194445
1,2021,"PRIN","PAR",67.1694166666667
1,2021,"PRIN","pH",8.16582500000001
1,2021,"PRIN","spCond",785.520191666667
1,2021,"REDB","PAR",30.3710416666666
1,2021,"REDB","spCond",647.659336805556
1,2021,"SYCA","PAR",182.272291666667
1,2021,"TECR","DO",11.7875708333334
1,2021,"TECR","spCond",35.3600243055556
1,2021,"WALK","DO",11.4700986111111
1,2021,"WALK","PAR",41.342
1,2021,"WALK","pH",8.03161805555562
1,2021,"WALK","spCond",208.623009259259
1,2021,"WLOU","DO",10.543224537037
1,2021,"WLOU","PAR",4.77192708333333
1,2021,"WLOU","spCond",113.337847222222
1,2022,"ARIK","DO",8.41459999999999
1,2022,"ARIK","DO_sat",72.6523923611111
1,2022,"ARIK","PAR",138.798888888889
1,2022,"ARIK","pH",8.03250694444443
1,2022,"ARIK","spCond",557.009090277778
1,2022,"BIGC","PAR",61.6302604166667
1,2022,"BIGC","pH",7.22515277777783
1,2022,"BIGC","spCond",180.128541666667
1,2022,"BLDE","DO",11.7838458333333
1,2022,"BLDE","DO_sat",99.2719496527777
1,2022,"BLDE","PAR",76.390375
1,2022,"BLDE","pH",7.7606250000001
1,2022,"BLDE","spCond",117.739337962963
1,2022,"BLUE","DO",10.8018402777778
1,2022,"BLUE","DO_sat",95.2920208333333
1,2022,"BLUE","PAR",287.920541666667
1,2022,"BLUE","pH",8.19042638888886
1,2022,"BLUE","spCond",562.693044444444
1,2022,"BLWA","DO",10.0102083333333
1,2022,"BLWA","PAR",274.740416666667
1,2022,"BLWA","pH",7.41469618055556
1,2022,"COMO","DO",9.66636979166677
1,2022,"COMO","DO_sat",96.2101545138889
1,2022,"COMO","PAR",11.4125416666667
1,2022,"COMO","pH",6.83143055555552
1,2022,"COMO","spCond",35.7174027777778
1,2022,"CUPE","DO",8.42782222222223
1,2022,"CUPE","DO_sat",97.0329045138889
1,2022,"CUPE","PAR",30.8174479166667
1,2022,"CUPE","pH",8.28822222222229
1,2022,"CUPE","spCond",292.801010416667
1,2022,"FLNT","DO",10.7577083333333
1,2022,"FLNT","DO_sat",95.7420138888888
1,2022,"FLNT","PAR",272.968645833333
1,2022,"FLNT","pH",7.32913194444443
1,2022,"FLNT","spCond",92.9076388888889
1,2022,"HOPB","DO",13.6808680555555
1,2022,"HOPB","DO_sat",99.3026749999999
1,2022,"HOPB","pH",6.75341666666678
1,2022,"HOPB","spCond",100.792443055556
1,2022,"KING","DO",9.27397685185186
1,2022,"KING","DO_sat",78.2164461805556
1,2022,"KING","pH",7.54320486111108
1,2022,"KING","spCond",651.868217592592
1,2022,"LECO","DO",11.8732170138889
1,2022,"LECO","DO_sat",100.218236111111
1,2022,"LECO","PAR",55.5588333333333
1,2022,"LECO","pH",6.80609201388893
1,2022,"LECO","spCond",17.1424809027777
1,2022,"LEWI","DO",12.2706753472222
1,2022,"LEWI","DO_sat",90.9991342592592
1,2022,"LEWI","PAR",96.9967708333335
1,2022,"LEWI","pH",7.90788715277775
1,2022,"LEWI","spCond",621.047430555555
1,2022,"MART","DO",12.4896916666667
1,2022,"MART","DO_sat",98.6596319444445
1,2022,"MART","spCond",34.3724699074074
1,2022,"MAYF","PAR",34.11296875
1,2022,"MCDI","DO",10.8051550925926
1,2022,"MCDI","DO_sat",83.3913125000001
1,2022,"MCDI","PAR",92.8717708333335
1,2022,"MCDI","pH",7.74059722222228
1,2022,"MCDI","spCond",617.318500000001
1,2022,"MCRA","DO",12.4996371527778
1,2022,"MCRA","DO_sat",100.099552083333
1,2022,"MCRA","PAR",1.370625
1,2022,"MCRA","spCond",22.2708125
1,2022,"POSE","DO",12.7844444444444
1,2022,"POSE","DO_sat",92.26465625
1,2022,"POSE","PAR",58.0574583333333
1,2022,"POSE","pH",7.57700694444434
1,2022,"POSE","spCond",111.205493055555
1,2022,"PRIN","DO",12.0947291666667
1,2022,"PRIN","DO_sat",104.642805555556
1,2022,"PRIN","PAR",49.2071354166667
1,2022,"PRIN","pH",8.23934722222224
1,2022,"PRIN","spCond",803.184321180555
1,2022,"REDB","DO",11.8858375
1,2022,"REDB","DO_sat",102.491232638889
1,2022,"REDB","PAR",34.5460416666667
1,2022,"REDB","pH",8.47768402777763
1,2022,"REDB","spCond",729.276946180556
1,2022,"SYCA","DO",9.98055555555557
1,2022,"TECR","DO",10.9132743055556
1,2022,"TECR","DO_sat",97.5643437499998
1,2022,"TECR","PAR",33.4457638888889
1,2022,"TECR","pH",7.06796527777787
1,2022,"TECR","spCond",31.2925347222222
1,2022,"WALK","DO",10.7743287037037
1,2022,"WALK","DO_sat",102.049276041667
1,2022,"WALK","PAR",47.6005729166667
1,2022,"WALK","pH",7.56112499999997
1,2022,"WALK","spCond",129.6230625
1,2022,"WLOU","DO",10.3189041666667
1,2022,"WLOU","DO_sat",100.968880555556
1,2022,"WLOU","PAR",2.390625
1,2022,"WLOU","spCond",115.665141666667
2,2021,"ARIK","DO",9.22865972222226
2,2021,"ARIK","PAR",186.699305555555
2,2021,"ARIK","pH",7.98946874999997
2,2021,"ARIK","spCond",533.081071759259
2,2021,"BIGC","DO",10.8718368055556
2,2021,"BIGC","PAR",36.3589166666667
2,2021,"BIGC","spCond",165.850576388889
2,2021,"BLDE","PAR",108.629333333333
2,2021,"BLUE","PAR",108.148541666667
2,2021,"COMO","PAR",16.5672916666667
2,2021,"CUPE","DO",8.266225
2,2021,"CUPE","PAR",37.2079166666667
2,2021,"CUPE","pH",8.18534027777776
2,2021,"CUPE","spCond",299.914886574074
2,2021,"FLNT","PAR",247.653041666667
2,2021,"GUIL","pH",7.94281944444443
2,2021,"HOPB","DO",13.962295138889
2,2021,"HOPB","PAR",30.4534375
2,2021,"HOPB","pH",6.85736111111119
2,2021,"HOPB","spCond",103.75103125
2,2021,"LECO","DO",11.8432465277778
2,2021,"LECO","PAR",78.5982083333333
2,2021,"LECO","pH",6.75696527777779
2,2021,"LECO","spCond",16.3341555555555
2,2021,"LEWI","DO",11.8637638888889
2,2021,"LEWI","PAR",55.3368055555555
2,2021,"LEWI","pH",7.9362604166666
2,2021,"LEWI","spCond",601.04262962963
2,2021,"MAYF","DO",10.9666277777778
2,2021,"MAYF","PAR",10.5377083333333
2,2021,"MAYF","pH",5.76053124999999
2,2021,"MAYF","spCond",10.8361319444444
2,2021,"MCDI","DO",11.538587962963
2,2021,"MCDI","PAR",209.653333333334
2,2021,"MCDI","pH",7.86014583333332
2,2021,"MCDI","spCond",612.946166666667
2,2021,"MCRA","DO",12.3262986111112
2,2021,"MCRA","PAR",3.16979166666667
2,2021,"MCRA","spCond",22.6513194444444
2,2021,"POSE","DO",12.9383763888889
2,2021,"POSE","PAR",70.7344166666667
2,2021,"POSE","pH",7.70700347222225
2,2021,"POSE","spCond",100.247149305556
2,2021,"PRIN","DO",12.9806180555556
2,2021,"PRIN","PAR",89.0786805555555
2,2021,"PRIN","pH",8.15874768518523
2,2021,"PRIN","spCond",803.615944444445
2,2021,"REDB","DO",11.7649861111111
2,2021,"REDB","PAR",39.1232291666667
2,2021,"REDB","spCond",665.478361111111
2,2021,"TECR","DO",11.2581481481481
2,2021,"TECR","PAR",46.6321875
2,2021,"TECR","pH",7.34845601851849
2,2021,"TECR","spCond",34.010213888889
2,2021,"WALK","DO",10.6140638888889
2,2021,"WALK","PAR",105.185104166667
2,2021,"WALK","pH",7.73488194444436
2,2021,"WALK","spCond",144.432350694444
2,2021,"WLOU","DO",10.5008697916665
2,2021,"WLOU","PAR",3.78795833333333
2,2021,"WLOU","spCond",113.646361111111
2,2022,"ARIK","DO",9.87647916666666
2,2022,"ARIK","DO_sat",73.7779444444444
2,2022,"ARIK","PAR",176.985347222222
2,2022,"ARIK","pH",7.9720381944445
2,2022,"ARIK","spCond",531.073918981482
2,2022,"BIGC","PAR",72.2606770833332
2,2022,"BIGC","spCond",189.790006944445
2,2022,"BLDE","DO",11.7275572916667
2,2022,"BLDE","DO_sat",99.3791000000001
2,2022,"BLDE","pH",7.77045601851859
2,2022,"BLDE","spCond",120.50905
2,2022,"BLUE","DO",12.3403402777778
2,2022,"BLUE","DO_sat",108.017104166667
2,2022,"BLUE","PAR",270.524166666667
2,2022,"BLUE","pH",8.14616435185189
2,2022,"BLUE","spCond",559.151925925927
2,2022,"BLWA","PAR",232.015416666667
2,2022,"BLWA","pH",7.27871527777777
2,2022,"COMO","DO",9.90966203703702
2,2022,"COMO","DO_sat",96.5450902777777
2,2022,"COMO","PAR",22.922875
2,2022,"COMO","pH",7.01501157407412
2,2022,"COMO","spCond",35.9675260416667
2,2022,"CUPE","DO",8.35333333333331
2,2022,"CUPE","DO_sat",95.0013518518519
2,2022,"CUPE","PAR",34.1942083333333
2,2022,"CUPE","pH",8.27044097222224
2,2022,"CUPE","spCond",283.957751388889
2,2022,"FLNT","DO",9.37909722222222
2,2022,"FLNT","PAR",317.852864583333
2,2022,"FLNT","spCond",104.8671875
2,2022,"GUIL","DO_sat",96.9820416666666
2,2022,"GUIL","PAR",47.1419444444445
2,2022,"GUIL","pH",7.93159027777773
2,2022,"GUIL","spCond",235.766847222222
2,2022,"HOPB","DO",14.3094930555556
2,2022,"HOPB","DO_sat",101.400949652778
2,2022,"HOPB","pH",6.57681944444439
2,2022,"HOPB","spCond",98.7946388888889
2,2022,"KING","DO",8.93925555555556
2,2022,"KING","DO_sat",74.1064618055556
2,2022,"KING","pH",7.50809583333335
2,2022,"KING","spCond",659.164930555556
2,2022,"LECO","DO",12.4509907407408
2,2022,"LECO","DO_sat",105.704652777778
2,2022,"LECO","PAR",97.38671875
2,2022,"LECO","pH",6.70042187499997
2,2022,"LECO","spCond",16.3416579861111
2,2022,"LEWI","DO",11.4082888888889
2,2022,"LEWI","DO_sat",92.0790375
2,2022,"LEWI","PAR",136.083472222222
2,2022,"LEWI","pH",7.94230902777774
2,2022,"LEWI","spCond",589.738335069445
2,2022,"MART","DO",12.3458148148148
2,2022,"MART","DO_sat",97.8276024305555
2,2022,"MART","pH",7.18941319444447
2,2022,"MART","spCond",34.2529114583332
2,2022,"MAYF","PAR",40.4644270833333
2,2022,"MCDI","DO",10.8463842592592
2,2022,"MCDI","DO_sat",83.3141736111112
2,2022,"MCDI","PAR",252.130104166667
2,2022,"MCDI","pH",7.68251388888893
2,2022,"MCDI","spCond",618.249809027778
2,2022,"MCRA","DO",12.5359635416667
2,2022,"MCRA","DO_sat",97.9828159722222
2,2022,"MCRA","PAR",3.26180555555556
2,2022,"MCRA","spCond",21.839550925926
2,2022,"POSE","DO",12.5753194444444
2,2022,"POSE","DO_sat",91.2721440972222
2,2022,"POSE","PAR",114.730572916667
2,2022,"POSE","pH",7.60787731481482
2,2022,"POSE","spCond",100.098765625
2,2022,"PRIN","DO",12.4666822916667
2,2022,"PRIN","DO_sat",104.347
2,2022,"PRIN","PAR",70.3554166666667
2,2022,"PRIN","pH",8.28588888888889
2,2022,"PRIN","spCond",683.960203703703
2,2022,"REDB","DO",11.988828125
2,2022,"REDB","DO_sat",101.166291666667
2,2022,"REDB","PAR",72.0624999999999
2,2022,"REDB","pH",8.48639236111105
2,2022,"REDB","spCond",747.068282407408
2,2022,"SYCA","DO",8.85473784722221
2,2022,"SYCA","DO_sat",92.6623148148148
2,2022,"SYCA","PAR",254.351197916667
2,2022,"SYCA","pH",7.77550231481484
2,2022,"SYCA","spCond",505.360368055556
2,2022,"TECR","DO",11.0009421296297
2,2022,"TECR","DO_sat",97.9115486111111
2,2022,"TECR","PAR",42.6543333333333
2,2022,"TECR","spCond",29.2640173611112
2,2022,"WALK","DO",10.5471145833334
2,2022,"WALK","DO_sat",99.5348333333333
2,2022,"WALK","PAR",60.97921875
2,2022,"WALK","pH",7.34015624999995
2,2022,"WALK","spCond",148.716173611111
2,2022,"WLOU","DO",10.2159114583334
2,2022,"WLOU","DO_sat",100.209979166667
2,2022,"WLOU","spCond",117.1870625
3,2021,"ARIK","DO",8.87502916666667
3,2021,"ARIK","PAR",259.682208333333
3,2021,"ARIK","pH",8.15597743055556
3,2021,"ARIK","spCond",509.1674875
3,2021,"BIGC","DO",10.5979756944445
3,2021,"BIGC","PAR",65.5475
3,2021,"BIGC","pH",7.50183854166669
3,2021,"BIGC","spCond",181.197392361111
3,2021,"BLDE","PAR",317.00015625
3,2021,"BLDE","spCond",126.189729166667
3,2021,"BLUE","DO",10.5589600694444
3,2021,"BLUE","PAR",364.938833333333
3,2021,"BLUE","pH",8.2100763888889
3,2021,"BLUE","spCond",507.016163194445
3,2021,"COMO","PAR",21.2613333333333
3,2021,"CUPE","DO",8.12850694444443
3,2021,"CUPE","PAR",44.3455833333333
3,2021,"CUPE","spCond",294.824425347222
3,2021,"FLNT","PAR",365.734583333333
3,2021,"GUIL","PAR",201.244166666667
3,2021,"GUIL","pH",7.98390277777782
3,2021,"HOPB","DO",13.1217065972222
3,2021,"HOPB","PAR",160.817833333333
3,2021,"HOPB","pH",6.88812499999993
3,2021,"HOPB","spCond",102.837266203704
3,2021,"LECO","DO",10.9840888888889
3,2021,"LECO","PAR",142.99859375
3,2021,"LECO","pH",6.62240277777775
3,2021,"LECO","spCond",15.9980625
3,2021,"LEWI","DO",10.4325486111111
3,2021,"LEWI","PAR",146.890916666667
3,2021,"LEWI","spCond",589.572381944446
3,2021,"MAYF","DO",9.92378472222219
3,2021,"MAYF","PAR",57.2310416666667
3,2021,"MAYF","pH",5.78597916666665
3,2021,"MAYF","spCond",12.7562881944445
3,2021,"MCDI","DO",9.54035277777777
3,2021,"MCDI","PAR",284.242333333334
3,2021,"MCDI","pH",7.99827314814819
3,2021,"MCDI","spCond",502.6190375
3,2021,"POSE","DO",11.5330958333334
3,2021,"POSE","PAR",229.413333333333
3,2021,"POSE","pH",7.67969999999998
3,2021,"POSE","spCond",96.6484675925928
3,2021,"PRIN","DO",10.4220046296297
3,2021,"PRIN","PAR",156.048645833334
3,2021,"PRIN","pH",8.0539427083333
3,2021,"PRIN","spCond",794.532802083333
3,2021,"REDB","DO",11.3661365740741
3,2021,"REDB","PAR",116.970416666666
3,2021,"REDB","pH",8.45548611111102
3,2021,"REDB","spCond",679.545923611112
3,2021,"SYCA","PAR",336.950052083334
3,2021,"TECR","DO",11.0071013888889
3,2021,"TECR","PAR",30.9465833333333
3,2021,"TECR","pH",7.42890972222208
3,2021,"TECR","spCond",29.5185625
3,2021,"WALK","DO",10.0836996527778
3,2021,"WALK","PAR",77.547986111111
3,2021,"WALK","pH",7.69042013888888
3,2021,"WALK","spCond",167.791451388889
3,2021,"WLOU","DO",10.5705930555556
3,2021,"WLOU","PAR",5.44716666666667
3,2021,"WLOU","spCond",115.269906250001
3,2022,"ARIK","DO",9.8322138888889
3,2022,"ARIK","DO_sat",80.6676006944444
3,2022,"ARIK","PAR",231.160333333333
3,2022,"ARIK","pH",8.08593055555552
3,2022,"ARIK","spCond",516.064595486112
3,2022,"BIGC","DO",9.77448611111113
3,2022,"BIGC","DO_sat",93.1285532407406
3,2022,"BIGC","PAR",109.571916666667
3,2022,"BIGC","pH",7.29246180555561
3,2022,"BIGC","spCond",184.940847222222
3,2022,"BLDE","DO",11.5762939814815
3,2022,"BLDE","DO_sat",99.0161527777777
3,2022,"BLDE","PAR",203.288541666667
3,2022,"BLDE","pH",7.88177777777778
3,2022,"BLDE","spCond",122.879309027778
3,2022,"BLUE","DO",10.6541550925926
3,2022,"BLUE","DO_sat",105.147458333333
3,2022,"BLUE","PAR",505.982881944444
3,2022,"BLUE","pH",8.07525833333332
3,2022,"BLUE","spCond",543.8666875
3,2022,"COMO","DO",9.8747708333333
3,2022,"COMO","DO_sat",96.6139652777779
3,2022,"COMO","PAR",22.8688541666667
3,2022,"COMO","pH",6.98704999999998
3,2022,"COMO","spCond",39.2776093750001
3,2022,"CUPE","DO",8.40166666666667
3,2022,"CUPE","DO_sat",95.9820520833334
3,2022,"CUPE","PAR",41.90578125
3,2022,"CUPE","pH",8.24591666666661
3,2022,"CUPE","spCond",267.155776388889
3,2022,"FLNT","DO",8.53029513888887
3,2022,"FLNT","DO_sat",93.7156250000001
3,2022,"FLNT","PAR",393.021416666667
3,2022,"FLNT","spCond",106.440625
3,2022,"GUIL","PAR",93.3313194444445
3,2022,"GUIL","pH",8.00653935185182
3,2022,"GUIL","spCond",219.867209722222
3,2022,"HOPB","DO",13.0028597222222
3,2022,"HOPB","DO_sat",100.212295138889
3,2022,"HOPB","pH",6.91415046296296
3,2022,"HOPB","spCond",92.9433703703704
3,2022,"KING","DO",7.62198379629629
3,2022,"KING","DO_sat",63.7564513888889
3,2022,"KING","pH",7.66442881944443
3,2022,"KING","spCond",664.749118055555
3,2022,"LECO","DO",10.9393680555556
3,2022,"LECO","DO_sat",100.862930555556
3,2022,"LECO","PAR",155.223020833333
3,2022,"LECO","pH",6.92139409722216
3,2022,"LECO","spCond",16.6444861111111
3,2022,"LEWI","DO",10.1122430555555
3,2022,"LEWI","DO_sat",89.5255902777778
3,2022,"LEWI","PAR",161.305625
3,2022,"LEWI","pH",7.89542592592593
3,2022,"LEWI","spCond",596.987647569445
3,2022,"MART","DO",12.0122916666667
3,2022,"MART","DO_sat",97.1413194444444
3,2022,"MART","pH",7.16213657407403
3,2022,"MART","spCond",33.1066354166666
3,2022,"MAYF","PAR",40.5221666666667
3,2022,"MCDI","DO",9.96947777777776
3,2022,"MCDI","DO_sat",85.0794479166667
3,2022,"MCDI","PAR",262.060416666667
3,2022,"MCDI","pH",7.84022743055557
3,2022,"MCDI","spCond",566.659842013889
3,2022,"MCRA","DO",12.2443836805555
3,2022,"MCRA","DO_sat",97.6069847222224
3,2022,"MCRA","PAR",4.52166666666666
3,2022,"MCRA","pH",7.20608333333335
3,2022,"MCRA","spCond",21.2328842592593
3,2022,"POSE","DO",11.5856284722223
3,2022,"POSE","DO_sat",93.3020180555556
3,2022,"POSE","PAR",203.930541666667
3,2022,"POSE","pH",7.68626736111111
3,2022,"POSE","spCond",107.936193055555
3,2022,"PRIN","DO",10.8785052083333
3,2022,"PRIN","DO_sat",101.468595486111
3,2022,"PRIN","PAR",149.680625
3,2022,"PRIN","pH",8.25403645833339
3,2022,"PRIN","spCond",789.476456597223
3,2022,"REDB","DO",11.1815555555556
3,2022,"REDB","DO_sat",100.266633333333
3,2022,"REDB","PAR",143.308166666667
3,2022,"REDB","pH",8.53952314814817
3,2022,"REDB","spCond",686.039788194444
3,2022,"SYCA","DO",8.31513333333335
3,2022,"SYCA","DO_sat",92.9041833333334
3,2022,"SYCA","PAR",323.34525
3,2022,"SYCA","pH",7.69260694444443
3,2022,"SYCA","spCond",500.997039930555
3,2022,"TECR","DO",10.6028875
3,2022,"TECR","DO_sat",97.2406347222222
3,2022,"TECR","PAR",35.9059375
3,2022,"TECR","pH",7.18882986111108
3,2022,"TECR","spCond",28.037828125
3,2022,"TOMB","DO",10.2512152777778
3,2022,"TOMB","DO_sat",98.9442708333331
3,2022,"TOMB","spCond",115.672916666667
3,2022,"WALK","DO",10.4251701388889
3,2022,"WALK","DO_sat",98.7207534722222
3,2022,"WALK","PAR",153.588541666667
3,2022,"WALK","pH",7.77436458333336
3,2022,"WALK","spCond",123.566479166667
3,2022,"WLOU","DO",10.2273347222222
3,2022,"WLOU","DO_sat",99.7693559027778
3,2022,"WLOU","PAR",14.8173611111111
3,2022,"WLOU","pH",8.04454166666678
3,2022,"WLOU","spCond",118.705108796296
4,2021,"ARIK","DO",8.21340277777778
4,2021,"ARIK","PAR",323.653541666667
4,2021,"ARIK","pH",8.1893222222222
4,2021,"ARIK","spCond",505.194212962963
4,2021,"BIGC","DO",9.11786979166667
4,2021,"BIGC","PAR",136.937916666667
4,2021,"BIGC","pH",7.40916203703702
4,2021,"BIGC","spCond",184.556326388889
4,2021,"BLDE","PAR",416.600416666667
4,2021,"BLDE","pH",7.40065972222242
4,2021,"BLDE","spCond",134.398881944444
4,2021,"BLUE","DO",10.0328222222222
4,2021,"BLUE","PAR",432.954166666667
4,2021,"BLUE","pH",8.06846874999997
4,2021,"BLUE","spCond",545.377710069445
4,2021,"COMO","DO",9.57859201388886
4,2021,"COMO","PAR",33.22234375
4,2021,"COMO","pH",6.48698148148148
4,2021,"COMO","spCond",31.3042708333334
4,2021,"CUPE","DO",7.98451215277778
4,2021,"CUPE","PAR",61.5642916666667
4,2021,"CUPE","pH",8.17452083333337
4,2021,"CUPE","spCond",296.323555555555
4,2021,"HOPB","DO",11.2750694444444
4,2021,"HOPB","PAR",230.104541666667
4,2021,"HOPB","pH",6.91105555555555
4,2021,"HOPB","spCond",114.889731481481
4,2021,"KING","spCond",624.75707638889
4,2021,"LECO","DO",10.5893569444445
4,2021,"LECO","PAR",133.413208333333
4,2021,"LECO","pH",6.71467534722225
4,2021,"LECO","spCond",17.5143680555555
4,2021,"LEWI","DO",9.48496006944444
4,2021,"LEWI","PAR",206.594291666667
4,2021,"LEWI","pH",7.91372916666665
4,2021,"LEWI","spCond",596.652874999999
4,2021,"MART","DO",11.6528923611111
4,2021,"MART","spCond",34.9067569444443
4,2021,"MAYF","DO",10.2454097222223
4,2021,"MAYF","PAR",65.9299305555556
4,2021,"MCDI","DO",10.0408958333333
4,2021,"MCDI","PAR",381.284583333333
4,2021,"MCDI","pH",8.12980555555553
4,2021,"MCDI","spCond",483.152789930556
4,2021,"POSE","DO",10.1860375
4,2021,"POSE","PAR",226.123291666667
4,2021,"POSE","pH",7.70406250000003
4,2021,"POSE","spCond",110.943361111111
4,2021,"PRIN","DO",9.35731597222222
4,2021,"PRIN","pH",8.00288888888893
4,2021,"PRIN","spCond",796.864395833333
4,2021,"REDB","DO",10.8401435185185
4,2021,"REDB","PAR",231.972447916667
4,2021,"REDB","pH",8.38647916666653
4,2021,"SYCA","PAR",508.3328125
4,2021,"TECR","DO",10.2129277777778
4,2021,"TECR","PAR",67.3575
4,2021,"TECR","pH",7.27152083333341
4,2021,"TECR","spCond",29.7706342592592
4,2021,"WALK","DO",9.97763888888887
4,2021,"WALK","PAR",79.321875
4,2021,"WALK","pH",7.94502951388893
4,2021,"WALK","spCond",155.611224537037
4,2021,"WLOU","DO",10.5321680555556
4,2021,"WLOU","PAR",17.0629166666667
4,2021,"WLOU","pH",8.1539097222222
4,2021,"WLOU","spCond",113.978546296296
4,2022,"ARIK","DO",9.15500138888889
4,2022,"ARIK","DO_sat",81.6690527777778
4,2022,"ARIK","PAR",464.920291666667
4,2022,"ARIK","pH",8.04772453703707
4,2022,"ARIK","spCond",545.875372222222
