"season","year","site_code","var","season_avg"
"Fall",2021,"ARIK","DO",6.46706423611111
"Fall",2021,"ARIK","DO_sat",60.9014861111111
"Fall",2021,"ARIK","PAR",212.637291666667
"Fall",2021,"ARIK","pH",7.70627083333306
"Fall",2021,"ARIK","spCond",617.116997685185
"Fall",2021,"BIGC","DO",7.87988715277779
"Fall",2021,"BIGC","DO_sat",85.9037847222223
"Fall",2021,"BIGC","PAR",51.5209583333333
"Fall",2021,"BIGC","pH",7.32806163194446
"Fall",2021,"BIGC","spCond",286.440311507937
"Fall",2021,"BLDE","DO",10.7207992424242
"Fall",2021,"BLDE","DO_sat",100.759561631944
"Fall",2021,"BLDE","PAR",148.954486111111
"Fall",2021,"BLDE","pH",7.86960503472221
"Fall",2021,"BLDE","spCond",116.016704861111
"Fall",2021,"BLUE","DO",9.00103472222221
"Fall",2021,"BLUE","DO_sat",98.4735815972222
"Fall",2021,"BLUE","PAR",353.471597222222
"Fall",2021,"BLUE","pH",8.11498611111112
"Fall",2021,"BLUE","spCond",565.639953472222
"Fall",2021,"BLWA","PAR",286.399895833333
"Fall",2021,"CARI","DO",13.0429275793651
"Fall",2021,"CARI","pH",7.59807870370375
"Fall",2021,"CARI","spCond",80.3701898148148
"Fall",2021,"COMO","DO",9.78808333333336
"Fall",2021,"COMO","DO_sat",97.6176691919191
"Fall",2021,"COMO","PAR",23.2671153846154
"Fall",2021,"COMO","pH",7.3047361111111
"Fall",2021,"COMO","spCond",33.2306923076923
"Fall",2021,"CUPE","DO",8.04035243055556
"Fall",2021,"CUPE","DO_sat",95.9205572916666
"Fall",2021,"CUPE","PAR",31.2059895833333
"Fall",2021,"CUPE","pH",8.18282638888887
"Fall",2021,"CUPE","spCond",281.958200520833
"Fall",2021,"FLNT","DO_sat",92.1597222222222
"Fall",2021,"FLNT","PAR",353.77075
"Fall",2021,"FLNT","pH",7.68472222222222
"Fall",2021,"GUIL","PAR",168.411458333333
"Fall",2021,"GUIL","pH",7.83009027777778
"Fall",2021,"HOPB","DO",10.6646623931624
"Fall",2021,"HOPB","DO_sat",98.1907746212121
"Fall",2021,"HOPB","PAR",20.8434722222222
"Fall",2021,"HOPB","pH",7.04591145833332
"Fall",2021,"HOPB","spCond",86.0338213383838
"Fall",2021,"KING","DO",6.00836047979798
"Fall",2021,"KING","DO_sat",53.9959135802469
"Fall",2021,"KING","pH",7.35696469907405
"Fall",2021,"KING","spCond",657.309243686869
"Fall",2021,"LECO","DO",9.9284494047619
"Fall",2021,"LECO","DO_sat",100.194345833333
"Fall",2021,"LECO","PAR",25.0269722222222
"Fall",2021,"LECO","pH",6.79681558641974
"Fall",2021,"LECO","spCond",18.6660572916667
"Fall",2021,"LEWI","DO",9.23812905092591
"Fall",2021,"LEWI","DO_sat",88.6400618055555
"Fall",2021,"LEWI","pH",7.87557947530867
"Fall",2021,"LEWI","spCond",617.899204594017
"Fall",2021,"MART","DO",10.5377575231482
"Fall",2021,"MART","DO_sat",96.8559128086419
"Fall",2021,"MART","pH",7.22463591269842
"Fall",2021,"MART","spCond",40.2282583333333
"Fall",2021,"MAYF","DO",8.52723765432098
"Fall",2021,"MAYF","DO_sat",92.3619146825397
"Fall",2021,"MAYF","PAR",17.0270972222222
"Fall",2021,"MAYF","pH",5.83365277777776
"Fall",2021,"MAYF","spCond",13.7454010416667
"Fall",2021,"MCDI","DO",6.06793650793651
"Fall",2021,"MCDI","DO_sat",62.1576886574074
"Fall",2021,"MCDI","pH",7.40405952380953
"Fall",2021,"MCDI","spCond",599.016726562499
"Fall",2021,"MCRA","DO",11.6089166666667
"Fall",2021,"MCRA","DO_sat",100.038795138889
"Fall",2021,"MCRA","PAR",2.66098958333334
"Fall",2021,"MCRA","pH",7.1979444444443
"Fall",2021,"MCRA","spCond",26.7340208333333
"Fall",2021,"OKSR","DO",10.7543263888889
"Fall",2021,"OKSR","PAR",182.159861111111
"Fall",2021,"OKSR","pH",7.31149305555553
"Fall",2021,"OKSR","spCond",47.5454444444446
"Fall",2021,"POSE","DO",9.46220352564101
"Fall",2021,"POSE","DO_sat",92.0121786616162
"Fall",2021,"POSE","PAR",49.9794230769231
"Fall",2021,"POSE","pH",7.60684325396831
"Fall",2021,"POSE","spCond",124.267253858025
"Fall",2021,"PRIN","DO",8.81057745726495
"Fall",2021,"PRIN","DO_sat",88.5828319444444
"Fall",2021,"PRIN","PAR",23.6421354166667
"Fall",2021,"PRIN","pH",8.10702380952381
"Fall",2021,"PRIN","spCond",608.571190972222
"Fall",2021,"REDB","DO",10.4142474747475
"Fall",2021,"REDB","DO_sat",100.156086805556
"Fall",2021,"REDB","PAR",51.3410897435897
"Fall",2021,"REDB","pH",8.34610416666693
"Fall",2021,"REDB","spCond",729.861374228395
"Fall",2021,"TECR","DO",9.78748533950618
"Fall",2021,"TECR","DO_sat",97.7165162037037
"Fall",2021,"TECR","PAR",34.9143429487179
"Fall",2021,"TECR","pH",7.21053626543209
"Fall",2021,"TECR","spCond",38.1986785714286
"Fall",2021,"TOMB","DO",7.54358506944444
"Fall",2021,"TOMB","DO_sat",89.5764375
"Fall",2021,"WALK","DO",9.60590277777777
"Fall",2021,"WALK","DO_sat",95.6190355902778
"Fall",2021,"WALK","PAR",31.5132371794872
"Fall",2021,"WALK","pH",7.98350617283947
"Fall",2021,"WALK","spCond",236.700197916667
"Fall",2021,"WLOU","DO",9.71088888888889
"Fall",2021,"WLOU","DO_sat",100.061426388889
"Fall",2021,"WLOU","PAR",8.81961309523809
"Fall",2021,"WLOU","pH",8.05833680555563
"Fall",2021,"WLOU","spCond",111.768347800926
"Fall",2022,"ARIK","DO",5.61991388888888
"Fall",2022,"ARIK","DO_sat",46.3032465277778
"Fall",2022,"ARIK","PAR",202.991223958333
"Fall",2022,"ARIK","pH",7.72903819444448
"Fall",2022,"ARIK","spCond",626.615720833333
"Fall",2022,"BIGC","DO",9.38208402777777
"Fall",2022,"BIGC","DO_sat",88.9066818181818
"Fall",2022,"BIGC","PAR",14.0554326923077
"Fall",2022,"BIGC","pH",7.35951830808081
"Fall",2022,"BIGC","spCond",277.786348484848
"Fall",2022,"BLDE","DO",10.3609508547008
"Fall",2022,"BLDE","DO_sat",99.850646825397
"Fall",2022,"BLDE","PAR",104.203652777778
"Fall",2022,"BLDE","pH",7.87796775793649
"Fall",2022,"BLDE","spCond",109.307530092593
"Fall",2022,"BLUE","DO",9.2905876068376
"Fall",2022,"BLUE","DO_sat",96.5972072649573
"Fall",2022,"BLUE","PAR",322.66712797619
"Fall",2022,"BLUE","pH",7.76961747685189
"Fall",2022,"BLUE","spCond",558.615666035354
"Fall",2022,"BLWA","DO",6.96993055555555
"Fall",2022,"BLWA","PAR",356.458111979167
"Fall",2022,"BLWA","pH",7.84861378205128
"Fall",2022,"BLWA","spCond",273.958472222222
"Fall",2022,"CARI","DO",13.0449206349207
"Fall",2022,"CARI","DO_sat",94.8650850694444
"Fall",2022,"CARI","PAR",41.5813141025641
"Fall",2022,"CARI","pH",7.25390972222227
"Fall",2022,"CARI","spCond",96.6907752525253
"Fall",2022,"COMO","DO",8.67027777777777
"Fall",2022,"COMO","DO_sat",101.509548611111
"Fall",2022,"COMO","PAR",23.4636217948718
"Fall",2022,"COMO","pH",7.2957013888889
"Fall",2022,"COMO","spCond",34.3391066919192
"Fall",2022,"CUPE","DO",8.77586805555555
"Fall",2022,"CUPE","DO_sat",105.593921296296
"Fall",2022,"CUPE","PAR",27.5312152777778
"Fall",2022,"CUPE","pH",8.33511111111118
"Fall",2022,"CUPE","spCond",274.658756944444
"Fall",2022,"FLNT","DO",8.36432291666668
"Fall",2022,"FLNT","DO_sat",87.9331018518518
"Fall",2022,"FLNT","PAR",361.534565972222
"Fall",2022,"FLNT","pH",7.44665509259259
"Fall",2022,"FLNT","spCond",156.593680555555
"Fall",2022,"GUIL","DO",7.87064814814815
"Fall",2022,"GUIL","DO_sat",97.0884340277779
"Fall",2022,"GUIL","PAR",49.5982916666666
"Fall",2022,"GUIL","TSS",2
"Fall",2022,"GUIL","pH",8.02112152777779
"Fall",2022,"GUIL","spCond",208.437108796296
"Fall",2022,"HOPB","DO",10.6546698717949
"Fall",2022,"HOPB","DO_sat",96.8568042929292
"Fall",2022,"HOPB","PAR",30.7855208333333
"Fall",2022,"HOPB","pH",7.01599826388887
"Fall",2022,"HOPB","spCond",149.014223214286
"Fall",2022,"KING","DO",7.0037123015873
"Fall",2022,"KING","DO_sat",72.2321430555556
"Fall",2022,"KING","PAR",91.974955357143
"Fall",2022,"KING","pH",7.52922916666666
"Fall",2022,"KING","spCond",562.774047619048
"Fall",2022,"LECO","DO",9.80117757936507
"Fall",2022,"LECO","DO_sat",98.6936438492064
"Fall",2022,"LECO","PAR",47.2152083333333
"Fall",2022,"LECO","pH",6.9285085470085
"Fall",2022,"LECO","spCond",21.4238928571429
"Fall",2022,"LEWI","DO",9.31457175925925
"Fall",2022,"LEWI","DO_sat",89.8816958333334
"Fall",2022,"LEWI","PAR",70.0261607142857
"Fall",2022,"LEWI","pH",7.8714131944444
"Fall",2022,"LEWI","spCond",632.63666170635
"Fall",2022,"MART","DO",10.4281837121212
"Fall",2022,"MART","DO_sat",95.4549946581197
"Fall",2022,"MART","pH",7.22722817460318
"Fall",2022,"MART","spCond",39.115952991453
"Fall",2022,"MAYF","PAR",19.8359166666667
"Fall",2022,"MCDI","DO",4.56240347222222
"Fall",2022,"MCDI","DO_sat",48.9533726851852
"Fall",2022,"MCDI","PAR",97.3988392857144
"Fall",2022,"MCDI","pH",7.33187615740746
"Fall",2022,"MCDI","spCond",605.839050462963
"Fall",2022,"MCRA","DO",10.016016025641
"Fall",2022,"MCRA","DO_sat",97.6043232323231
"Fall",2022,"MCRA","PAR",2.50943452380952
"Fall",2022,"MCRA","pH",7.1992291666666
"Fall",2022,"MCRA","spCond",27.5059209401709
"Fall",2022,"OKSR","DO",10.9957777777777
"Fall",2022,"OKSR","DO_sat",96.4619814814815
"Fall",2022,"OKSR","PAR",148.145972222222
"Fall",2022,"OKSR","pH",7.22074999999992
"Fall",2022,"OKSR","spCond",56.1872777777777
"Fall",2022,"POSE","DO",9.67195265151515
"Fall",2022,"POSE","DO_sat",90.2493571428572
"Fall",2022,"POSE","PAR",54.8339423076923
"Fall",2022,"POSE","pH",7.61979398148154
"Fall",2022,"POSE","spCond",134.823888888889
"Fall",2022,"PRIN","DO",8.73064682539683
"Fall",2022,"PRIN","DO_sat",81.4243630952381
"Fall",2022,"PRIN","PAR",11.5846111111111
"Fall",2022,"PRIN","pH",8.02467956349204
"Fall",2022,"PRIN","spCond",907.354188888889
"Fall",2022,"REDB","DO",10.4633432539683
"Fall",2022,"REDB","DO_sat",100.728739087302
"Fall",2022,"REDB","PAR",44.3430416666667
"Fall",2022,"REDB","pH",8.47306944444437
"Fall",2022,"REDB","spCond",682.861549145299
"Fall",2022,"SYCA","DO",2.92226984126984
"Fall",2022,"SYCA","DO_sat",38.3594270833333
"Fall",2022,"SYCA","PAR",291.568060897436
"Fall",2022,"SYCA","pH",7.00917592592589
"Fall",2022,"SYCA","spCond",626.999622685185
"Fall",2022,"TECR","DO",10.5067038690476
"Fall",2022,"TECR","DO_sat",95.4741478174603
"Fall",2022,"TECR","PAR",37.6211388888889
"Fall",2022,"TECR","pH",7.23396373456791
"Fall",2022,"TECR","spCond",39.6872863247863
"Fall",2022,"TOMB","DO",6.94487847222222
"Fall",2022,"TOMB","DO_sat",68.4071180555555
"Fall",2022,"TOMB","PAR",312.967972222222
"Fall",2022,"TOMB","pH",7.18381944444445
"Fall",2022,"TOMB","spCond",230.368055555556
"Fall",2022,"WALK","DO",9.60640651709401
"Fall",2022,"WALK","DO_sat",94.1429401709402
"Fall",2022,"WALK","PAR",39.3387351190476
"Fall",2022,"WALK","pH",8.07614861111109
"Fall",2022,"WALK","spCond",270.565367063492
"Fall",2022,"WLOU","DO",9.63169212962967
"Fall",2022,"WLOU","DO_sat",99.9868694444445
"Fall",2022,"WLOU","PAR",7.32669871794871
"Fall",2022,"WLOU","pH",8.08679861111113
"Fall",2022,"WLOU","spCond",113.900502314815
"Spring",2021,"ARIK","DO",7.89199946581197
"Spring",2021,"ARIK","PAR",328.213333333333
"Spring",2021,"ARIK","pH",8.11833493589742
"Spring",2021,"ARIK","spCond",511.578033564815
"Spring",2021,"BIGC","DO",9.43505808080808
"Spring",2021,"BIGC","PAR",100.629430555556
"Spring",2021,"BIGC","pH",7.45281790123456
"Spring",2021,"BIGC","spCond",190.217304563492
"Spring",2021,"BLDE","PAR",400.518839285714
"Spring",2021,"BLDE","pH",7.40635185185191
"Spring",2021,"BLDE","spCond",104.603060185185
"Spring",2021,"BLUE","DO",10.2666612654321
"Spring",2021,"BLUE","PAR",411.209717261905
"Spring",2021,"BLUE","pH",8.03879861111108
"Spring",2021,"BLUE","spCond",532.590527777778
"Spring",2021,"BLWA","PAR",564.504291666667
"Spring",2021,"CARI","DO",13.2889004629629
"Spring",2021,"CARI","PAR",394.832569444445
"Spring",2021,"CARI","pH",7.41014409722222
"Spring",2021,"CARI","spCond",40.4528576388889
"Spring",2021,"COMO","DO",9.85891736111107
"Spring",2021,"COMO","PAR",34.0348363095238
"Spring",2021,"COMO","pH",6.34140873015873
"Spring",2021,"COMO","spCond",28.0849013888889
"Spring",2021,"CUPE","DO",8.00334508547008
"Spring",2021,"CUPE","PAR",56.8823214285714
"Spring",2021,"CUPE","pH",8.17839930555558
"Spring",2021,"CUPE","spCond",290.200424305556
"Spring",2021,"FLNT","PAR",365.734583333333
"Spring",2021,"GUIL","PAR",275.905625
"Spring",2021,"GUIL","pH",7.93094791666666
"Spring",2021,"HOPB","DO",11.6571901709401
"Spring",2021,"HOPB","PAR",161.058861111111
"Spring",2021,"HOPB","pH",6.86685416666667
"Spring",2021,"HOPB","spCond",105.076614969136
"Spring",2021,"KING","DO",10.1568657407407
"Spring",2021,"KING","pH",7.63437037037038
"Spring",2021,"KING","spCond",566.612734375
"Spring",2021,"LECO","DO",10.5038226851852
"Spring",2021,"LECO","PAR",102.898035714286
"Spring",2021,"LECO","pH",6.70281646825397
"Spring",2021,"LECO","spCond",16.685124228395
"Spring",2021,"LEWI","DO",9.78166729797981
"Spring",2021,"LEWI","PAR",140.644568452381
"Spring",2021,"LEWI","pH",7.91304282407404
"Spring",2021,"LEWI","spCond",593.787756944445
"Spring",2021,"MART","DO",11.3062331349206
"Spring",2021,"MART","pH",7.27383333333331
"Spring",2021,"MART","spCond",36.5253194444444
"Spring",2021,"MAYF","DO",9.40322291666666
"Spring",2021,"MAYF","PAR",55.7952708333333
"Spring",2021,"MAYF","pH",5.78597916666665
"Spring",2021,"MAYF","spCond",13.5482069444445
"Spring",2021,"MCDI","DO",9.4993605324074
"Spring",2021,"MCDI","PAR",319.458253205128
"Spring",2021,"MCDI","pH",8.01202488425928
"Spring",2021,"MCDI","spCond",480.223693813131
"Spring",2021,"POSE","DO",10.315975462963
"Spring",2021,"POSE","PAR",196.052680555556
"Spring",2021,"POSE","pH",7.66172970085471
"Spring",2021,"POSE","spCond",107.525675347222
"Spring",2021,"PRIN","DO",9.19577638888889
"Spring",2021,"PRIN","PAR",156.048645833334
"Spring",2021,"PRIN","pH",8.03490491452995
"Spring",2021,"PRIN","spCond",758.878389880952
"Spring",2021,"REDB","DO",11.1908055555556
"Spring",2021,"REDB","PAR",164.338375
"Spring",2021,"REDB","pH",8.39595833333321
"Spring",2021,"REDB","spCond",646.397694444446
"Spring",2021,"SYCA","PAR",450.286325757576
"Spring",2021,"TECR","DO",10.0449402777778
"Spring",2021,"TECR","PAR",46.4878125
"Spring",2021,"TECR","pH",7.34674652777779
"Spring",2021,"TECR","spCond",31.8116041666666
"Spring",2021,"TOMB","DO",8.26774305555556
"Spring",2021,"TOMB","pH",7.75659722222221
"Spring",2021,"WALK","DO",9.97122916666669
"Spring",2021,"WALK","PAR",60.3390972222222
"Spring",2021,"WALK","pH",7.8514184027778
"Spring",2021,"WALK","spCond",174.394336805556
"Spring",2021,"WLOU","DO",10.4632314814815
"Spring",2021,"WLOU","PAR",13.0183055555556
"Spring",2021,"WLOU","pH",8.03140740740739
"Spring",2021,"WLOU","spCond",100.795449305556
"Spring",2022,"ARIK","DO",8.33850277777778
"Spring",2022,"ARIK","DO_sat",78.7103663194444
"Spring",2022,"ARIK","PAR",364.964330357143
"Spring",2022,"ARIK","pH",7.97080034722221
"Spring",2022,"ARIK","spCond",537.564140277778
"Spring",2022,"BIGC","DO",9.39390416666668
"Spring",2022,"BIGC","DO_sat",92.93432260101
"Spring",2022,"BIGC","PAR",125.325064102564
"Spring",2022,"BIGC","pH",7.35082738095241
"Spring",2022,"BIGC","spCond",199.478303819444
"Spring",2022,"BLDE","DO",10.8921330128205
"Spring",2022,"BLDE","DO_sat",98.6738628472222
"Spring",2022,"BLDE","PAR",259.516474358974
"Spring",2022,"BLDE","pH",7.83553219696973
"Spring",2022,"BLDE","spCond",110.730281565657
"Spring",2022,"BLUE","DO",9.50716041666666
"Spring",2022,"BLUE","DO_sat",100.950127083333
"Spring",2022,"BLUE","PAR",467.28046474359
"Spring",2022,"BLUE","pH",8.00939797008547
"Spring",2022,"BLUE","spCond",553.316756313131
"Spring",2022,"BLWA","PAR",498.998660714286
"Spring",2022,"BLWA","pH",7.56809722222223
"Spring",2022,"BLWA","spCond",166.460243055556
"Spring",2022,"CARI","PAR",517.524125
"Spring",2022,"CARI","pH",7.15057175925929
"Spring",2022,"CARI","spCond",43.1243680555555
"Spring",2022,"COMO","DO",9.90643154761902
"Spring",2022,"COMO","DO_sat",96.9611199494949
"Spring",2022,"COMO","PAR",46.3216493055555
"Spring",2022,"COMO","pH",6.85250505050503
"Spring",2022,"COMO","spCond",34.0240121527778
"Spring",2022,"CUPE","DO",8.14279340277777
"Spring",2022,"CUPE","DO_sat",94.5988083333334
"Spring",2022,"CUPE","PAR",49.3737326388889
"Spring",2022,"CUPE","pH",8.24973958333332
"Spring",2022,"CUPE","spCond",277.703481481481
"Spring",2022,"FLNT","DO",8.04752777777777
"Spring",2022,"FLNT","DO_sat",91.4472222222222
"Spring",2022,"FLNT","PAR",435.914027777778
"Spring",2022,"FLNT","pH",7.76715277777778
"Spring",2022,"FLNT","spCond",120.5078125
"Spring",2022,"GUIL","DO",7.73953993055555
"Spring",2022,"GUIL","DO_sat",94.6916122685185
"Spring",2022,"GUIL","PAR",203.508428030303
"Spring",2022,"GUIL","pH",7.9653667929293
"Spring",2022,"GUIL","spCond",231.64891292735
"Spring",2022,"HOPB","DO",11.4924305555556
"Spring",2022,"HOPB","DO_sat",99.141719017094
"Spring",2022,"HOPB","PAR",147.041484375
"Spring",2022,"HOPB","pH",6.96627391975307
"Spring",2022,"HOPB","spCond",97.3364490740741
"Spring",2022,"KING","DO",7.87434027777778
"Spring",2022,"KING","DO_sat",74.7953396464647
"Spring",2022,"KING","pH",7.71738573232325
"Spring",2022,"KING","spCond",650.124088734568
"Spring",2022,"LECO","DO",10.5256689814815
"Spring",2022,"LECO","DO_sat",102.600561728395
"Spring",2022,"LECO","PAR",155.070364583333
"Spring",2022,"LECO","pH",6.83692013888887
"Spring",2022,"LECO","spCond",16.9826756944444
"Spring",2022,"LEWI","DO",9.4166717171717
"Spring",2022,"LEWI","DO_sat",87.4721854166667
"Spring",2022,"LEWI","PAR",142.89391025641
"Spring",2022,"LEWI","pH",7.85885503472223
"Spring",2022,"LEWI","spCond",605.948736882716
"Spring",2022,"MART","DO",11.8506591880342
"Spring",2022,"MART","DO_sat",98.2137771990741
"Spring",2022,"MART","pH",7.1726875
"Spring",2022,"MART","spCond",34.2340801767677
"Spring",2022,"MAYF","PAR",39.8100347222222
"Spring",2022,"MCDI","DO",8.15552029914529
"Spring",2022,"MCDI","DO_sat",81.9792784090909
"Spring",2022,"MCDI","PAR",270.085848214286
"Spring",2022,"MCDI","pH",7.86757936507936
"Spring",2022,"MCDI","spCond",541.229493551587
"Spring",2022,"MCRA","DO",12.2443836805555
"Spring",2022,"MCRA","DO_sat",97.6069847222224
"Spring",2022,"MCRA","PAR",5.09516666666667
"Spring",2022,"MCRA","pH",7.20608333333335
"Spring",2022,"MCRA","spCond",21.2328842592593
"Spring",2022,"POSE","DO",10.5319699074074
"Spring",2022,"POSE","DO_sat",93.7006245039682
"Spring",2022,"POSE","PAR",162.927842261905
"Spring",2022,"POSE","pH",7.63219246031745
"Spring",2022,"POSE","spCond",107.108285218254
"Spring",2022,"PRIN","DO",9.44896875
"Spring",2022,"PRIN","DO_sat",98.8628907828282
"Spring",2022,"PRIN","PAR",129.76775
"Spring",2022,"PRIN","pH",8.14345949074078
"Spring",2022,"PRIN","spCond",722.945913510101
"Spring",2022,"REDB","DO",10.6806506944444
"Spring",2022,"REDB","DO_sat",100.401705439815
"Spring",2022,"REDB","PAR",173.658569444445
"Spring",2022,"REDB","pH",8.55804365079373
"Spring",2022,"REDB","spCond",627.204361742424
"Spring",2022,"SYCA","DO",7.51859077380953
"Spring",2022,"SYCA","DO_sat",86.6557889957265
"Spring",2022,"SYCA","PAR",439.501597222222
"Spring",2022,"SYCA","pH",7.6168360042735
"Spring",2022,"SYCA","spCond",513.439697649572
"Spring",2022,"TECR","DO",9.96042361111112
"Spring",2022,"TECR","DO_sat",96.7465225694444
"Spring",2022,"TECR","PAR",52.4120833333334
"Spring",2022,"TECR","pH",7.22854282407408
"Spring",2022,"TECR","spCond",28.5976612103174
"Spring",2022,"TOMB","DO",9.570625
"Spring",2022,"TOMB","DO_sat",93.6441840277776
"Spring",2022,"TOMB","PAR",559.457569444444
"Spring",2022,"TOMB","pH",7.1344212962963
"Spring",2022,"TOMB","spCond",118.828414351852
"Spring",2022,"WALK","DO",10.1679479166666
"Spring",2022,"WALK","DO_sat",98.9104878472222
"Spring",2022,"WALK","PAR",64.4476666666666
"Spring",2022,"WALK","pH",7.89565711805553
"Spring",2022,"WALK","spCond",181.42006875
"Spring",2022,"WLOU","DO",10.1690888888889
"Spring",2022,"WLOU","DO_sat",100.024259259259
"Spring",2022,"WLOU","PAR",11.6279166666667
"Spring",2022,"WLOU","pH",8.04454166666678
"Spring",2022,"WLOU","spCond",114.664755401234
"Summer",2021,"ARIK","DO",4.6723287037037
"Summer",2021,"ARIK","PAR",492.378690476191
"Summer",2021,"ARIK","pH",7.65610532407407
"Summer",2021,"ARIK","spCond",548.594309027777
